"clust2","X","mds1","mds2","clust2","clust4","xphsdf","billscc","xphdr1","xphdr2","xphdr3","xphdr4","xphdr5","xphdr6","xphdr7","xphdr8","xphdr9","xphdr10","xphdr11","xphdr12","xphdr13","xphdr14","xphdd1","xphdd2","xphdd3","xphdd4","xphdd5","xphdd6","xphdd7","xphdd8","xphdd9","hscntcr1","hscntcr2","hscntcr","hscrchg","saving","id","weight","year","sex","age","age_grp","region","gor","mastat","hushop","hhsize","lstage","nkids","parent","ch03","ch45","ch69","ch1015","qual","jbstat","jbrgsc","hoh","jbstathoh","fihhyr2","fihhyr_a","dfihhyr","dfihhyr_a","dfihhyrchg","dfihhyrchg_a","us","ustot","ustot_a","ustot_grp5","ustoty_a","ustotdy_a","ustoty_grp5","ustotdy_grp5","xpus","xpus_a","xpusy_a","xpusy_grp5","usn","usa","usb","usc","usd","use","usg","ush","usi","usj","tenure","tenure_grp2","tenure_grp3","huresp","hsval","hsval_a","reshsfall","mghave","intmg","mg1tot","mg1tot_a","mg1tot_grp5","mg1toty_a","mg1totdy_a","nequity","xpmg","xpmg_a","xpmgy_a","xpmgdy_a","xpmgy_grp5","xpmgdy_grp5","fixmg","fixmg09","fixpmg_a","fnxpmg_a","fixpmg09","fnxpmg09","changepmg","changepmg_a","fxuse1","fxuse2","fxuse3","fxuse4","fxuse5","fxuse6","pmguse1","pmguse2","pmguse3","pmguse4","pmguse5","pmguse6","pmguse7","pmguse8","xphsdf.1","xphpdf","billscc.1","xphdr1.1","xphdr2.1","xphdr3.1","xphdr4.1","xphdr5.1","xphdr6.1","xphdr7.1","xphdr8.1","xphdr9.1","xphdr10.1","xphdr11.1","xphdr12.1","xphdr13.1","xphdr14.1","xphdr15","xphdd1.1","xphdd2.1","xphdd3.1","xphdd4.1","xphdd5.1","xphdd6.1","xphdd7.1","xphdd8.1","xphdd9.1","xphdd10","xphdd11","xphdd12","xphdd13","xphdd14","hscntcr1.1","hscntcr2.1","hscntcr.1","hscrchg.1","saveamount","saveamount_a","saving.1","saving11","savebcs","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desave11bcs1","desave11bcs2","desave11bcs3","desave11bcs4","desave11bcs5","desave11bcs6","save11bcs1","save11bcs2","save11bcs3","save11bcs4","save11bcs5","save11bcs6","save11bcs7","save11bcs8","save11bcs9","save11bcs10","save11bcs11","save11bcs12","spend","nvesttot","nvesttot_a","othassets","debtconc","debtconc_act1","debtconc_act2","debtconc_act3","debtconc_act4","debtconc_act5","debtconc_act6","debtconc_act7","chdebtconc","pubsecty","fisc_conc1","fisc_conc2","fisc_conc3","fisc_conc4","fisc_conc5","fisc_conc6","fisc_conc7","fisc_conc8","fisc_conc9","fisc_act1","fisc_act2","fisc_act3","fisc_act4","fisc_act5","fisc_act6","fisc_act7","fisc_act8","fisc_act9","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","uncert","uncertch"
"1",11,0.0748661474761954,0.0227032964929797,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","yes - slightly increase",1028,1.897,2009,"male","68","65+","W Midlands","west midlands","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","bachelor degree or equivalent (=nvq4)","retired","B","no","retired","don't know","don't know","£700-£799","750","down £50-£100",-75,"yes","£15,000-19,999","17500","£10,000-£19,999","not applicable","1.944444418","not applicable",">1","£240-£249","550","not applicable",NA,"1","yes","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","0","not applicable","not applicable","0","not applicable","0","not applicable","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"yes - slightly increase",NA,"value of existing investments fallen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",12,0.0390719015501204,0.0229593179424513,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","harder","yes - slightly increase",680,0.779,2009,"male","61","55-64","South West","west midlands","widowed/divorced/separated","no","1",NA,"0",NA,"no","no","no","no","vocational qualifications (=nvq1+2)","retired","E","yes","retired","<£4,500","2250","<£200","100","no change",0,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"yes - slightly increase",NA,"extra cash from fall in other bills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",13,-0.0721205829467356,-0.0756519966458143,2,"4","no","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","the same","no - not particularly",1631,0.614,2009,"male","27","25-34","Wales","wales","marrried or couple","yes","3",NA,"1",NA,"yes","no","no","no","no formal qualifications","in paid employ","C2","no","in paid employ","£11,500-£13,499","12500","<£200","100","down >£100",-150,"yes","<£200","100","<£1,000","0.008","0.083333336","<0.25","<0.25","<£10","5","0.0048",NA,"1","no","no","no","no","no","no","no","no","yes","mortgagor","owner","mortgagor","yes","£30,000-£49,999","62500",NA,"yes","variable","£10,000-£19,999","15000","<£30,000","1.200000048","12.5","yes","£150-£199","175","0.167999998","1.75","0.1-0.2",">0.5",NA,"no",NA,NA,"not applicable","don't know",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"yes","no","yes","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",14,-0.216919042082782,0.0191381235934357,2,"4","yes","keeping up, struggle from time to time","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","easier","no - definitely not",362,0.604,2009,"female","19","18-24","Greater London","london","never married","no","3",NA,"0",NA,"no","no","no","no","no formal qualifications","unemployed","C1","no","in paid employ","not applicable","not applicable","<£200","100","no change",0,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","0","not applicable","not applicable","0","not applicable","0","not applicable","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","not applicable","keeping up, struggle from time to time","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,"no","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,"yes","yes","yes","easier",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",15,0.0465577036969237,-0.102528930682007,1,"3","no","keeping up, constant struggle","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no - not particularly",1485,0.887,2009,"male","49","45-54","Greater London","london","marrried or couple","yes","4",NA,"2",NA,"no","no","no","yes","gcse/o-level/cse","in paid employ","C1","no","in paid employ","£30,000-£39,999","35000","£700-£799","750","down >£100",-150,"yes","don't know","don't know","not applicable","not applicable","not applicable","not applicable","not applicable","£140-£149","190","0.065142855",NA,"2","no","no","yes","no","no","no","yes","no","no","mortgagor","owner","mortgagor","yes","£90,000-£99,999","187500",NA,"yes","fixed","don't know","don't know","not applicable","not applicable","not applicable","no","don't know","don't know","not applicable","not applicable","not applicable","not applicable",NA,"no",NA,NA,"not applicable","don't know",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",16,-0.146514239582353,0.0649618311581799,2,"2","no","keeping up, constant struggle","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","harder","yes - slightly increase",976,0.969,2009,"male","25","25-34","Yorks&Humber","yorks and humbr","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","vocational qualifications (=nvq1+2)","in paid employ","C1","yes","in paid employ","£17,500-£24,999","21250","600-£699","650","down £50-£100",-75,"yes","£5,000-5,499","5250","£5,000-£9,999","0.247058824","0.673076928","<0.25","0.5-0.75","£60-£69","65","0.036705881",NA,"1","no","yes","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£30,000-£49,999","62500",NA,"yes","variable","don't know","don't know","not applicable","not applicable","not applicable","yes","£300-£349","325","0.183529407","0.5","0.1-0.2",">0.5",NA,"no",NA,NA,"not applicable","more or less the same",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,"yes","yes","yes","harder",NA,NA,"yes - slightly increase",NA,"trying to reduce debts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",17,0.0785190667150199,0.0249348410734941,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","yes - significantly increase",1242,2.297,2009,"male","52","45-54","E Anglia","eastern","never married","yes","1",NA,"0",NA,"no","no","no","no","bachelor degree or equivalent (=nvq4)","in paid employ","A","yes","in paid employ","£11,500-£13,499","12500","£800-£899","850","no change",0,"yes","£1,000-1,499","1250","£1,000-£4,999","0.100000001","0.12254902","<0.25","<0.25","£240-£249","550","0.527999997",NA,"1","no","no","yes","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£70,000-£79,999","137500",NA,"yes","fixed","£40,000-£49,999","45000","£30,000-£59,999","3.599999905","4.411764622","no","£350-£399","375","0.360000014","0.441176474","0.35-0.5","0.35-0.5",NA,"no",NA,NA,"not applicable","don't know",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"yes - significantly increase",NA,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",18,0.0365251097964993,0.0168120482596298,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","harder","no - not particularly",1609,0.697,2009,"female","53","45-54","North West","north west","never married","yes","1",NA,"0",NA,"no","no","no","no","bachelor degree or equivalent (=nvq4)","retired","C2","yes","retired","£30,000-£39,999","35000","<£200","100","down >£100",-150,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",19,0.0467232023227765,-0.0737493694663585,1,"3","no","keeping up, constant struggle","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no - definitely not",1420,1.042,2009,"female","28","25-34","W Midlands","west midlands","never married","yes","1",NA,"0",NA,"no","no","no","no","gcse/o-level/cse","in paid employ","D","yes","in paid employ","don't know","don't know","refused","refused","down <£50",-25,"yes","refused","refused","not applicable","not applicable","not applicable","not applicable","not applicable","refused","refused","not applicable",NA,"1","no","no","yes","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","not applicable","not applicable","not applicable","0","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",20,0.071030204502011,0.0175859631003873,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1914,1.45,2009,"female","41","35-44","South East","south east","marrried or couple","no","5+",NA,"2",NA,"yes","yes","no","no","a-level or equivalent (=nvq3)","self employed","A","yes","self employed","£40,000-£49,999","45000","£300-£399","350","down £50-£100",-75,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£180,000-£189,999","550000",NA,"yes","fixed","£300,000-£399,999","350000",">£150,000","7.777777672","83.33333588","no","£1,500-£1,749","1625","0.433333337","4.642857075","0.35-0.5",">0.5",NA,"yes",NA,NA,"decreased by £150-174","not applicable",NA,NA,"no","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",21,0.0471142120311915,-0.000119816143060494,1,"1","no","keeping up, constant struggle","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","harder","yes - slightly increase",598,0.463,2009,"male","24","18-24","W Midlands","west midlands","never married","no","4",NA,"0",NA,"no","no","no","no","bachelor degree or equivalent (=nvq4)","FT student","E","no","retired","not applicable","not applicable","<£200","100","no change",0,"yes","£500-999","750","<£1,000","not applicable","0.625","not applicable","0.5-0.75","£20-£29","25","not applicable",NA,"1","no","no","yes","no","no","no","no","no","no","mortgagor","owner","mortgagor","no","not applicable","not applicable",NA,"yes","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","yes","no","no","no","no","no","no","no",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"yes - slightly increase",NA,"less guaranteed monthly income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",22,-0.0205450704659709,0.0786333207301231,2,"2","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","the same","yes - slightly increase",1453,0.603,2009,"female","18","18-24","South East","south east","never married","no","4",NA,"0",NA,"no","no","no","no","a-level or equivalent (=nvq3)","long-term sick/disab","C2","no","in paid employ","not applicable","not applicable","<£200","100","don't know",NA,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","0","not applicable","not applicable","0","not applicable","0","not applicable","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"yes","no","yes","the same",NA,NA,"yes - slightly increase",NA,"refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
